movie_title,movie_score,release_date_x,total_gross,release_date_y,runtime,rating,genre,distributor,director,producer,budget,theaters,actors,writers,cinematographers,composers,month,year,inflation,gross_per_theater,actors_score,producer_score
Almost Famous,90,2000-09-13,44898093.0,2000-09-15,122.0,R,Music Drama,DreamWorks,Cameron Crowe,Ian Bryce,82800000.0,2262.0,"Billy Crudup,Frances McDormand,Kate Hudson,Jason Lee,Patrick Fugit,Zooey Deschanel,Philip Seymour Hoffman,Anna Paquin,Jay Baruchel*,Nick Swardson*",Cameron Crowe,John Toll,,9,2000,1.38,19848.8474801,110303526.126,122019816.343
Aloha,40,2015-05-29,21067116.0,2015-05-29,105.0,PG-13,Comedy / Drama,Sony / Columbia,Cameron Crowe,"Cameron Crowe,Scott Rudin",37000000.0,2815.0,"Bradley Cooper,Emma Stone,Rachel McAdams,Bill Murray,Jay Baruchel,John Krasinski,Alec Baldwin,Danny McBride",Cameron Crowe,,,5,2015,1.0,7483.87779751,138850641.635,66230202.6539
Along Came Polly,44,2004-01-16,111002426.64,2004-01-16,90.0,PG-13,Romantic Comedy,Universal,,"Michael Shamberg,Stacey Sher",52920000.0,3052.0,"Ben Stiller,Jennifer Aniston,Philip Seymour Hoffman,Alec Baldwin,Kevin Hart*",,,Theodore Shapiro,1,2004,1.26,36370.3888073,108287923.494,55150471.585
Alvin and the Chipmunks,39,2007-12-14,249926020.1,2007-12-14,92.0,PG,Family Comedy,Fox,Tim Hill,"Arnon Milchan, ,(executive),Karen Rosenfelt, ,(executive)",69000000.0,3499.0,"Jason Lee,David Cross,Cameron Richardson,Justin Long, ,(Voice),Jane Lynch",,,Christopher Lennertz,12,2007,1.15,71427.8422692,165879833.613,147193742.8
Alvin and the Chipmunks: Chipwrecked,24,2011-12-16,141097386.52,2011-12-16,87.0,G,Family Comedy,Fox,Mike Mitchell,"Arnon Milchan, ,(executive)",79500000.0,3734.0,"Jason Lee,David Cross,Justin Long, ,(Voice),Christina Applegate, ,(Voice),Anna Faris, ,(Voice)","Jonathan Aibel,Glenn Berger",,Mark Mothersbaugh,12,2011,1.06,37787.1951044,165383834.087,62079588.1691
Alvin and the Chipmunks: The Squeakquel,41,2009-12-23,243772219.32,2009-12-23,88.0,PG,Family Comedy,Fox,Betty Thomas,"Arnon Milchan, ,(executive),Karen Rosenfelt, ,(executive)",83250000.0,3747.0,"Christina Applegate, ,(Voice),David Cross,Anna Faris, ,(Voice),Jason Lee,Zachary Levi,Justin Long, ,(Voice),Amy Poehler ,(Voice)","Jonathan Aibel,Glenn Berger",,,12,2009,1.11,65057.9715292,153756946.065,235086633.645
Amelia,37,2009-10-23,15812410.65,2009-10-23,120.0,PG,Historical Drama,Fox Searchlight,Mira Nair,"Hilary Swank, ,(executive)",44400000.0,1070.0,"Hilary Swank,Ewan McGregor,Richard Gere,Virginia Madsen,Mia Wasikowska",,,,10,2009,1.11,14777.9538785,168128338.817,42096442.3
American Dreamz,45,2006-04-21,8486359.4,2006-04-21,107.0,PG-13,Comedy,Universal,Paul Weitz,"Rodney M. Liber,Andrew Miano,Chris Weitz,Paul Weitz",20060000.0,1500.0,"Hugh Grant,Dennis Quaid,Mandy Moore,Marcia Gay Harden,Chris Klein,Jennifer Coolidge,Willem Dafoe",Paul Weitz,Robert Elswit,Stephen Trask,4,2006,1.18,5657.57293333,81241812.9783,164663907.18
American Gangster,76,2007-11-02,149689341.75,2007-11-02,160.0,R,Crime Drama,Universal,Ridley Scott,"Brian Grazer,Ridley Scott",115000000.0,3110.0,"Denzel Washington,Russell Crowe,Josh Brolin,Chiwetel Ejiofor,Carla Gugino,T.I.,RZA,Common,Idris Elba",Steven Zaillian,,Marc Streitenfeld,11,2007,1.15,48131.6211415,87259471.865,112382012.356
American History X,62,1998-10-30,6719864.0,1998-10-30,127.0,R,Crime Drama,New Line,Tony Kaye,"Michael De Luca, ,(executive),Steve Tisch, ,(executive)",20000000.0,513.0,"Edward Norton,Edward Furlong",,,,10,1998,1.0,13099.1500975,204843345.0,111077530.5
American Hustle,90,2013-12-13,153120163.14,2013-12-13,138.0,R,Drama,Sony / Columbia,David O. Russell,"Bradley Cooper, ,(executive),Megan Ellison,Charles Roven,Eric Warren Singer, ,(executive)",40800000.0,2629.0,"Christian Bale,Bradley Cooper,Amy Adams,Jeremy Renner,Jennifer Lawrence,Louis C.K.,Michael Pena","David O. Russell,Eric Warren Singer",,Danny Elfman,12,2013,1.02,58242.7398783,170155257.587,180423738.238
American Pie,58,1999-07-09,146662235.72,1999-07-09,95.0,R,Comedy,Universal,,"Chris Bender*, ,(co-producer),Chris Moore,Chris Weitz",15730000.0,2544.0,"Jason Biggs,Chris Klein,Alyson Hannigan,Shannon Elizabeth,Tara Reid,Seann William Scott,Eugene Levy,Mena Suvari,Jennifer Coolidge*",,,,7,1999,1.43,57650.2498899,294637322.98,65515246.2857
American Pie 2,43,2001-08-10,194438817.3,2001-08-10,104.0,R,Comedy,Universal,,"Chris Bender*, ,(co-producer),Chris Moore,Chris Weitz, ,(executive producer),Paul Weitz, ,(executive producer)",40200000.0,3157.0,"Jason Biggs,Shannon Elizabeth,Alyson Hannigan,Chris Klein,Tara Reid,Seann William Scott,Mena Suvari,Eugene Levy,Jennifer Coolidge*,Adam Brody*,Casey Affleck*","David H. Steinberg, ,(story)",,,8,2001,1.34,61589.7425721,175769823.793,146662235.72
American Reunion,49,2012-04-06,59291981.84,2012-04-06,113.0,R,Comedy,Universal,,"Jason Biggs ,(executive),Chris Moore,Seann William Scott ,(executive),Chris Weitz, ,(executive),Paul Weitz, ,(executive)",52000000.0,3203.0,"Jason Biggs,Seann William Scott,Chris Klein,Thomas Ian Nicholas,Eddie Kay Thomas,Alyson Hannigan,Tara Reid,Mena Suvari,Eugene Levy,Natasha Lyonne*,Shannon Elizabeth*,Jennifer Coolidge*,John Cho*","Jon Hurwitz,Hayden Schlossberg",,Lyle Workman,4,2012,1.04,18511.389897,168840216.73,112604724.587
American Sniper,72,2014-12-25,353627635.72,2014-12-25,132.0,R,Drama,Warner Bros.,Clint Eastwood,"Bradley Cooper,Clint Eastwood,Jason Dean Hall, ,(executive),Andrew Lazar,Robert Lorenz,Tim Moore, ,(executive)",59388000.0,3885.0,"Bradley Cooper,Sienna Miller",Jason Dean Hall,,,12,2014,1.01,91023.8444582,126216700.806,82537397.33
American Wedding,43,2003-08-01,134888997.06,2003-08-01,102.0,R,Comedy,Universal,,"Chris Bender,Chris Moore,Chris Weitz, ,(executive producer),Paul Weitz, ,(executive producer)",70950000.0,3175.0,"Jennifer Coolidge*,January Jones",,,Christophe Beck,8,2003,1.29,42484.7234835,180437072.17,194438817.3
Amistad,63,1997-12-10,44229441.0,1997-12-10,152.0,R,Period Drama,DreamWorks,Steven Spielberg,"Steven Spielberg,Colin Wilson",36000000.0,1019.0,"Morgan Freeman,Anthony Hopkins,Djimon Hounsou,Matthew McConaughey,Stellan Skarsgard*,Anna Paquin*",David Franzoni,,John Williams,12,1997,1.0,43404.750736,122012643.0,183493977.0
An Education,85,2009-10-09,13958154.54,2009-10-09,95.0,PG-13,Period Drama,Sony Classics,Lone Scherfig,"Nick Hornby,James D. Stern, ,(executive)",8325000.0,763.0,"Carey Mulligan,Peter Sarsgaard,Alfred Molina,Rosamund Pike,Olivia Williams,Emma Thompson,Dominic Cooper,Sally Hawkins*",Nick Hornby,,,10,2009,1.11,18293.7805242,159984369.93,52977635.57
An Everlasting Piece,56,2000-12-25,103814.64,2000-12-22,103.0,R,Unknown,DreamWorks,Barry Levinson,"Mark Johnson,Barry Levinson",19320000.0,8.0,Anna Friel,,,Hans Zimmer,12,2000,1.38,12976.83,22982945.7,67307840.692
An Unfinished Life,49,2005-09-09,10475398.24,2005-09-09,100.0,PG-13,Drama,Miramax,Lasse Hallstrom,"Graham King, ,(executive),Joe Roth, ,(Executive)",36600000.0,888.0,"Robert Redford,Morgan Freeman,Jennifer Lopez,Josh Lucas",,,Deborah Lurie,9,2005,1.22,11796.6196396,99044597.3357,150218635.766
Analyze That,37,2002-12-06,42412427.64,2002-12-06,100.0,R,Crime Comedy,Warner Bros.,Harold Ramis,"Barry Levinson*, ,(Executive)",79200000.0,2635.0,"Robert DeNiro,Billy Crystal,Lisa Kudrow,Demetri Martin*","Kenneth Lonergan,Harold Ramis,Peter Tolan",,David Holmes,12,2002,1.32,16095.7979658,126763285.96,252013438.92
Anchorman 2: The Legend Continues,61,2013-12-18,127671735.36,2013-12-18,119.0,PG-13,Comedy,Paramount,Adam McKay,"Judd Apatow,Will Ferrell,Adam McKay",51000000.0,3507.0,"Will Ferrell,Paul Rudd,Steve Carell,David Koechner,Meagan Good,Kristen Wiig,Christina Applegate,James Marsden,Harrison Ford","Will Ferrell,Adam McKay",,,12,2013,1.02,36404.8290163,143796848.623,94272233.4312
Anchorman: The Legend of Ron Burgundy,63,2004-07-09,107463261.78,2004-07-09,91.0,PG-13,Comedy,DreamWorks,Adam McKay,"Judd Apatow,Shauna Robertson, ,(executive),David O. Russell, ,(executive)",32760000.0,3104.0,"Will Ferrell,Christina Applegate,Paul Rudd,Steve Carell,Vince Vaughn*,Tim Robbins*, ,(Cameo),Luke Wilson*, ,(Cameo),Jack Black*, ,(Cameo),Ben Stiller*, ,(Cameo),Seth Rogen*",Adam McKay,"Thomas E. Ackerman, ,(director of photography)",Alex Wurman,7,2004,1.26,34620.896192,313249746.69,223684088.22
Angel Eyes,39,2001-05-18,32393452.12,2001-05-18,102.0,R,Romance,Warner Bros.,,"Mark Canton,Don Carmody, ,(executive producer)",71020000.0,2407.0,"Jennifer Lopez,James Caviezel,Jeremy Sisto,Terrence Howard",Gerald Di Pego,,Marco Beltrami,5,2001,1.34,13458.0191608,105499499.92,53950764.5374
Angels & Demons,48,2009-05-15,148047189.06,2009-05-15,140.0,PG-13,Thriller,Sony / Columbia,Ron Howard,"Brian Grazer,Ron Howard",166500000.0,3527.0,"Tom Hanks,Ewan McGregor,Stellan Skarsgard,Ayelet Zurer",Akiva Goldsman,,Hans Zimmer,5,2009,1.11,41975.3867479,172689075.842,116797376.47
Anger Management,52,2003-04-11,174983111.67,2003-04-11,101.0,PG-13,Comedy,Sony (Revolution),Peter Segal,"Todd Garner, ,(executive),Jack Giarraputo,Tim Herlihy, ,(executive),John Jacobs, ,(executive),Adam Sandler, ,(executive)",96750000.0,3656.0,"Adam Sandler,Jack Nicholson,Marisa Tomei,Luis Guzman,January Jones*,Woody Harrelson*,John Turturro*",,,Teddy Castellucci,4,2003,1.29,47861.9014415,114582442.729,109642917.638
Anna and the King,56,1999-12-17,56146690.6,1999-12-17,148.0,PG-13,Period Drama,Fox,Andy Tennant,Lawrence Bender,131560000.0,2132.0,Jodie Foster,,,George Fenton,12,1999,1.43,26335.2207317,115831625.5,30070733.3333
Annabelle,37,2014-10-03,85116551.13,2014-10-03,95.0,R,Horror,Warner Bros. (New Line),John R. Leonetti,"Peter Safran,James Wan",6565000.0,3215.0,Alfre Woodard,Gary Dauberman,,Joseph Bishara,10,2014,1.01,26474.8215023,62657977.44,74166629.6917
Anonymous,50,2011-10-28,4731089.52,2011-10-28,130.0,PG-13,Period Drama,Sony / Columbia,Roland Emmerich,"Roland Emmerich,Larry J. Franco,John Orloff, ,(executive)",31800000.0,513.0,"Mark Rylance,Rhys Ifans,Vanessa Redgrave,David Thewlis,Derek Jacobi,Xavier Samuel",John Orloff,,"Harald Kloser,Thomas Wander",10,2011,1.06,9222.39672515,327579608.59,162369202.12
Ant-Man,64,2015-07-17,180202163.0,2015-07-17,117.0,PG-13,Action / Adventure,Buena Vista,Peyton Reed,Kevin Feige,130000000.0,3868.0,"Chris Evans*,Judy Greer,Anthony Mackie*,Paul Rudd,Michael Douglas,Evangeline Lilly,Corey Stoll,John Slattery,Bobby Cannavale,Michael Pena,T.I.","Joe Cornish,Adam McKay,Paul Rudd,Edgar Wright",,Christophe Beck,7,2015,1.0,46587.9428645,136380422.75,248993571.129
Antwone Fisher,62,2002-12-19,27823151.4,2002-12-19,120.0,PG-13,Drama,Fox Searchlight,Denzel Washington,Todd Black,16500000.0,1021.0,"Denzel Washington,Derek Luke,Viola Davis*",,,Mychael Danna,12,2002,1.32,27250.8828599,80417313.3286,75803400.68
Any Given Sunday,52,1999-12-22,108009089.76,1999-12-22,157.0,R,Sports Drama,Warner Bros.,Oliver Stone,"Lauren Schuler Donner,Dan Halsted,Clayton Townsend",78650000.0,2505.0,"Aaron Eckhart,Jamie Foxx,Al Pacino,Cameron Diaz,Dennis Quaid",John Logan,,,12,1999,1.43,43117.4011018,93227352.856,65149345.0
Anywhere But Here,59,1999-11-12,26698673.43,1999-11-12,114.0,PG-13,Drama,Fox,,Laurence Mark,32890000.0,1686.0,"Susan Sarandon,Natalie Portman,Elisabeth Moss*",Alvin Sargent,Roger Deakins,Danny Elfman,11,1999,1.43,15835.5121174,616456261.85,81984957.0
Are We There Yet?,27,2005-01-21,100862765.56,2005-01-21,94.0,PG,Family Comedy,Sony (Revolution),,"Matt Alvarez,Ice Cube,Todd Garner, ,(executive)",39040000.0,2810.0,"Ice Cube,Nia Long,Tracy Morgan*, ,(Voice)","J. David Stem,David N. Weiss",Thomas E. Ackerman,,1,2005,1.22,35894.2226192,176244596.448,86291380.1513
Argo,86,2012-10-12,141466523.12,2012-10-12,120.0,R,Drama / Thriller,Warner Bros.,Ben Affleck,"Ben Affleck,George Clooney,Tim Headington, ,(executive),Grant Heslov,Graham King, ,(executive),David Klawans, ,(executive)",46280000.0,3247.0,"Ben Affleck,Bryan Cranston,Alan Arkin,John Goodman,Kyle Chandler*,Chris Messina*",Chris Terrio,,Alexandre Desplat,10,2012,1.04,43568.3779242,93811658.4133,94633631.74
Arlington Road,65,1999-07-09,35401333.11,1999-07-09,119.0,R,Thriller,Sony / Columbia,Mark Pellington,"Tom Rosenberg, ,(executive)",44330000.0,1631.0,"Jeff Bridges,Tim Robbins",Ehren Kruger,,,7,1999,1.43,21705.2931392,23663004.2,9799003.5
Armageddon,42,1998-07-01,201578182.0,1998-07-01,144.0,PG-13,Sci-Fi Action,Buena Vista,Michael Bay,"Michael Bay,Jerry Bruckheimer,Gale Anne Hurd,Jim Van Wyck, ,(executive)",140000000.0,3184.0,"Bruce Willis,Ben Affleck,Liv Tyler,Billy Bob Thornton,Will Patton,Steve Buscemi,Michael Clarke Duncan,William Fichtner,Peter Stormare,Owen Wilson*","J.J. Abrams,Tony Gilroy*, ,(adaptation),Jonathan Hensleigh",,Trevor Rabin,7,1998,1.0,63309.7305276,60240295.0,103447435.0
Around the World in 80 Days,49,2004-06-16,30250252.62,2004-06-16,120.0,PG,Family Adventure,Buena Vista,Frank Coraci,"Bill Badalato,Alex Schwartz, ,(executive)",138600000.0,2801.0,"Will Forte*,Steve Coogan,Jackie Chan,Cecile de France,Jim Broadbent,Kathy Bates,Arnold Schwarzenegger*, ,(Cameo),Owen Wilson*, ,(Cameo),Luke Wilson*, ,(Cameo),Rob Schneider*, ,(Cameo)",,,Trevor Jones,6,2004,1.26,10799.8045769,155718692.473,49765301.8033
As Good as It Gets,67,1997-12-23,148478011.0,1997-12-23,139.0,PG-13,Romantic Comedy,Sony / Columbia,James L. Brooks,"Laurence Mark*, ,(Executive),Richard Sakai, ,(executive),Laura Ziskin",50000000.0,1837.0,"Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding, Jr.",James L. Brooks,,Hans Zimmer,12,1997,1.0,80826.3532934,241721524.0,178406268.0
Assault on Precinct 13,54,2005-01-19,24449891.9,2005-01-19,109.0,R,Action Thriller,Rogue Pictures,,"Don Carmody, ,(executive producer),Jeffrey Silver",36600000.0,2297.0,"Ethan Hawke,Laurence Fishburne,Gabriel Byrne,Maria Bello,John Leguizamo,Brian Dennehy",James DeMonaco,,Graeme Revell,1,2005,1.22,10644.2716152,165070404.797,76669565.8376
Atlantis: The Lost Empire,52,2001-06-08,112635672.48,2001-06-08,95.0,PG,Animation,Buena Vista,,Don Hahn,160800000.0,3071.0,"James Garner*, ,(Voice),Leonard Nimoy*, ,(Voice)",Joss Whedon,,James Newton Howard,6,2001,1.34,36677.1971605,156130581.139,170523870.765
Austin Powers: The Spy Who Shagged Me,59,1999-06-11,294637322.98,1999-06-11,95.0,PG-13,Comedy,New Line,Jay Roach,"Michael De Luca, ,(executive),Erwin Stoff, ,(executive)",47190000.0,3314.0,"Mike Myers,Heather Graham,Rob Lowe,Seth Green,Will Ferrell*, ,(Cameo),Tim Robbins*, ,(Cameo),Jennifer Coolidge*",,,,6,1999,1.43,88906.8566626,121697323.0,245216299.9
Australia,53,2008-11-14,55004942.22,2008-11-26,165.0,PG-13,Period Adventure,Fox,Baz Luhrmann,Baz Luhrmann,144300000.0,2721.0,"Nicole Kidman,Hugh Jackman,David Wenham,Jack Thompson,Bryan Brown","Stuart Beattie,Baz Luhrmann",,David Hirschfelder,11,2008,1.11,20214.9732525,242207179.85,76898053.38
Autumn in New York,24,2000-08-11,52111442.7,2000-08-11,104.0,PG-13,Romance,MGM,,"Gary Lucchesi,Tom Rosenberg",89700000.0,2282.0,"Richard Gere,Winona Ryder",Allison Burnett,,Gabriel Yared,8,2000,1.38,22835.864461,119248376.718,79676906.25
Avengers: Age of Ultron,66,2015-05-01,459005868.0,2015-05-01,141.0,PG-13,Action / Adventure,Buena Vista,Joss Whedon,"Victoria Alonso, ,(executive),Louis D'Esposito, ,(executive),Jon Favreau, ,(executive),Kevin Feige,Alan Fine, ,(executive),Jeremy Latcham ,(executive),Stan Lee, ,(executive)",250000000.0,4276.0,"Robert Downey, Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans,Scarlett Johansson,Jeremy Renner,Don Cheadle,Aaron Johnson,Elizabeth Olsen,Paul Bettany,Cobie Smulders,Anthony Mackie,Hayley Atwell,Idris Elba,Stellan Skarsgard,James Spader ,(Voice),Samuel L. Jackson,Josh Brolin, ,(Voice),Andy Serkis*, ,(Cameo)",Joss Whedon,,"Danny Elfman,Brian Tyler",5,2015,1.0,107344.683817,419907912.76,492400296.2
Baby Mama,55,2008-04-25,67148575.32,2008-04-25,96.0,PG-13,Comedy,Universal,Michael McCullers,Lorne Michaels,33300000.0,2627.0,"Will Forte,Tina Fey,Amy Poehler,Greg Kinnear,Dax Shepard,Maura Tierney,Sigourney Weaver,Steve Martin",,,,4,2008,1.11,25560.9346479,108433149.3,68185872.528
Babylon A.D.,26,2008-08-29,25011154.92,2008-08-29,90.0,PG-13,Sci-Fi Thriller,Fox,Mathieu Kassovitz,"David Valdes, ,(executive)",77700000.0,3425.0,"Vin Diesel,Michelle Yeoh,Mark Strong",,,Atli Orvarsson,8,2008,1.11,7302.52698394,102443509.242,77373458.985
Bad Boys II,38,2003-07-18,178804892.76,2003-07-18,147.0,R,Action Comedy,Sony / Columbia,Michael Bay,Jerry Bruckheimer,167700000.0,3202.0,"Martin Lawrence,Will Smith",,,Trevor Rabin,7,2003,1.29,55841.62797,158621349.166,148434628.558
Bad Company,70,2001-02-09,39811412.52,2002-06-07,117.0,PG-13,Action Comedy,Buena Vista,Joel Schumacher,"Jerry Bruckheimer,Clayton Townsend, ,(executive)",92400000.0,2944.0,"Anthony Hopkins,Chris Rock,Peter Stormare,Gabriel Macht,Kerry Washington,John Slattery*,Michael Ealy*",,Dariusz Wolski,Trevor Rabin,6,2002,1.32,13522.8982745,201578182.0,140950870.224
Bad Company,37,2002-06-07,39811412.52,2002-06-07,117.0,PG-13,Action Comedy,Buena Vista,Joel Schumacher,"Jerry Bruckheimer,Clayton Townsend, ,(executive)",92400000.0,2944.0,"Anthony Hopkins,Chris Rock,Peter Stormare,Gabriel Macht,Kerry Washington,John Slattery*,Michael Ealy*",,Dariusz Wolski,Trevor Rabin,6,2002,1.32,13522.8982745,201578182.0,140950870.224
Bad Santa,70,2003-11-26,77477823.12,2003-11-26,93.0,R,Crime Comedy,Dimension Films,,"Ethan Coen, ,(executive),Joel Coen, ,(executive)",29670000.0,2540.0,"Tony Cox,Billy Bob Thornton,Bernie Mac","Glenn Ficarra,John Requa",,David Kitay,11,2003,1.29,30503.0799685,117068242.595,13714246.5
Bandits,53,1999-10-01,55710688.94,2001-10-12,123.0,PG-13,Crime Comedy,MGM,Barry Levinson,"David Hoberman,Barry Levinson",100500000.0,3207.0,"Bruce Willis,Billy Bob Thornton,Cate Blanchett,January Jones*",,"Dante Spinotti, ,(director of photography)",Christopher Young,10,2001,1.34,17371.5899408,77501525.1348,44527987.062
Bandits,60,2001-10-12,55710688.94,2001-10-12,123.0,PG-13,Crime Comedy,MGM,Barry Levinson,"David Hoberman,Barry Levinson",100500000.0,3207.0,"Bruce Willis,Billy Bob Thornton,Cate Blanchett,January Jones*",,"Dante Spinotti, ,(director of photography)",Christopher Young,10,2001,1.34,17371.5899408,77501525.1348,44527987.062
Bangkok Dangerous,24,2008-09-05,16980927.63,2008-09-05,100.0,R,Action / Crime,Lionsgate,,Nicolas Cage,49950000.0,2654.0,Nicolas Cage,,,Brian Tyler,9,2008,1.11,6398.23949887,68440970.0571,27703747.44
Bangkok Dangerous,45,2001-11-23,16980927.63,2008-09-05,100.0,R,Action / Crime,Lionsgate,,Nicolas Cage,49950000.0,2654.0,Nicolas Cage,,,Brian Tyler,9,2008,1.11,6398.23949887,68440970.0571,27703747.44
Barbershop,66,2002-09-13,100032378.6,2002-09-13,102.0,PG-13,Comedy,MGM,Tim Story,"Matt Alvarez, ,(executive),Mark Brown,George Tillman, Jr.",15840000.0,2176.0,"Ice Cube,Anthony Anderson,Cedric the Entertainer,Michael Ealy,Keith David",Mark Brown,,Terence Blanchard,9,2002,1.32,45970.7622243,84756499.665,34209541.08
Barbershop 2: Back in Business,59,2004-02-06,82040209.02,2004-02-06,106.0,PG-13,Comedy,MGM,Kevin Rodney Sullivan,"Matt Alvarez, ,(executive),Mark Brown, ,(executive),Ice Cube, ,(executive),George Tillman, Jr.",37800000.0,2711.0,"Ice Cube,Cedric the Entertainer,Michael Ealy,Queen Latifah","Don D. Scott,Mark Brown*, ,(characters)",,,2,2004,1.26,30261.97308,100032378.6,100032378.6
Batman,69,1989-06-23,251188924.0,1989-06-23,126.0,PG-13,Action / Adventure,Warner Bros.,Tim Burton,Jon Peters,35000000.0,2201.0,"Jack Nicholson,Michael Keaton,Kim Basinger",,,Danny Elfman,6,1989,1.0,114124.908678,74403074.0,172825435.0
Batman Begins,70,2005-06-15,250519404.28,2005-06-15,140.0,PG-13,Action / Adventure,Warner Bros.,Christopher Nolan,"Larry J. Franco,Charles Roven,Emma Thomas",183000000.0,3858.0,"Christian Bale,Michael Caine,Liam Neeson,Morgan Freeman,Gary Oldman,Ken Watanabe,Katie Holmes,Cillian Murphy,Tom Wilkinson*,Rutger Hauer*,Linus Roache*","David S. Goyer,Christopher Nolan",Wally Pfister,"James Newton Howard,Hans Zimmer",6,2005,1.22,64935.0451737,143354169.27,155663499.09
Batman Forever,51,1995-06-16,184031112.0,1995-06-16,122.0,PG-13,Action / Adventure,Warner Bros.,Joel Schumacher,Tim Burton,100000000.0,2893.0,"Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman,Chris O'Donnell,Drew Barrymore*,Jon Favreau*",Akiva Goldsman,,Elliot Goldenthal,6,1995,1.0,63612.5516765,106443833.333,84359577.5
Batman Returns,68,1992-06-19,162831698.0,1992-06-19,126.0,PG-13,Action / Adventure,Warner Bros.,Tim Burton,"Ian Bryce, ,(associate),Tim Burton,Denise Di Novi,Larry J. Franco, ,(Co-producer),Jon Peters, ,(executive)",80000000.0,2644.0,"Michael Keaton,Danny DeVito,Michelle Pfeiffer,Christopher Walken",Daniel Waters,,Danny Elfman,6,1992,1.0,61585.3623298,251188924.0,146568517.0
Battle of the Year,29,2013-09-20,9066122.1,2013-09-20,109.0,PG-13,Drama,Sony / Screen Gems,Benson Lee,"Beau Flynn,Will Packer, ,(executive)",20400000.0,2008.0,"Josh Holloway,Chris Brown,Laz Alonso,Josh Peck","Brin Hill,Benson Lee,Chris Parker",,Christopher Lennertz,9,2013,1.02,4515.00104582,114747246.24,63370081.0883
Battle: Los Angeles,37,2011-03-11,88565574.74,2011-03-11,116.0,PG-13,Sci-Fi Action,Sony / Columbia,Jonathan Liebesman,"Jeffrey Chernov,Neal H. Moritz",74200000.0,3417.0,"Ne-Yo,Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan,Michael Pena,Ramon Rodriguez,Joey King*",Christopher Bertolini,,Brian Tyler,3,2011,1.06,25919.1029382,111878421.275,89751475.4817
Battleship,41,2012-05-18,68039530.0,2012-05-18,131.0,PG-13,Action,Universal,Peter Berg,"Peter Berg,Scott Stuber",217360000.0,3702.0,"Jesse Plemons,Taylor Kitsch,Rihanna,Brooklyn Decker,Liam Neeson","Erich Hoeber,Jon Hoeber",,Steve Jablonsky,5,2012,1.04,18379.1274986,109209795.54,68180589.4345
Be Cool,37,2005-03-04,68377314.38,2005-03-04,104.0,PG-13,Crime Comedy,MGM,F. Gary Gray,"Michael Shamberg,Stacey Sher",64660000.0,3216.0,"John Travolta,Uma Thurman,Vince Vaughn,Cedric the Entertainer,Dwayne Johnson,Danny DeVito,Andre Benjamin",,,John Powell,3,2005,1.22,21261.6027301,94138078.1362,58595191.748
Beastly,40,2011-03-04,29537505.26,2011-03-04,95.0,PG-13,Fantasy,CBS Films,Daniel Barnz,Susan Cartsonis,18020000.0,1959.0,"Alex Pettyfer,Vanessa Hudgens,Peter Krause,Mary-Kate Olsen,Neil Patrick Harris",Daniel Barnz,,Marcelo Zarvos,3,2011,1.06,15077.8485248,100520951.76,80256858.57
Bedtime Stories,33,2008-12-25,122213192.25,2008-12-25,95.0,PG,Family Adventure,Buena Vista,Adam Shankman,"Jack Giarraputo,Jennifer Gibgot, ,(executive),Adam Sandler",88800000.0,3684.0,"Adam Sandler,Keri Russell,Guy Pearce,Russell Brand,Richard Griffiths,Teresa Palmer,Courteney Cox,Nick Swardson*,Allen Covert*",Tim Herlihy,,,12,2008,1.11,33174.047842,117929617.9,108060084.962
Bee Season,54,2005-11-11,1440283.2,2005-11-11,105.0,PG-13,Drama,Fox Searchlight,,"Albert Berger,Arnon Milchan, ,(executive producer),Ron Yerxa",17080000.0,277.0,"Richard Gere,Juliette Binoche,Kate Bosworth",,,,11,2005,1.22,5199.57833935,96229966.771,75934077.4723
Before Sunrise,77,1995-01-27,5535405.0,1995-01-27,101.0,R,Romance,Sony / Columbia,Richard Linklater,"John Sloss, ,(executive)",2500000.0,474.0,"Ethan Hawke,Julie Delpy",,,,1,1995,1.0,11678.0696203,34793160.0,1345015.0
Before Sunset,90,2004-07-02,7334017.74,2004-07-02,80.0,R,Romance,Warner Independent,Richard Linklater,"John Sloss, ,(executive)",3402000.0,204.0,"Ethan Hawke,Julie Delpy",Julie Delpy,,,7,2004,1.26,35951.0673529,20502995.382,8430359.05167
Behind Enemy Lines,49,2001-11-30,78868098.6,2001-11-30,108.0,PG-13,Action Thriller,Fox,John Moore,"John Davis,Wyck Godfrey",53600000.0,2844.0,"Owen Wilson,Gene Hackman",Zak Penn,,,11,2001,1.34,27731.3989451,67595645.6725,51688716.2925
Being John Malkovich,90,1999-10-29,32694942.28,1999-10-29,113.0,R,Fantasy Comedy,USA Films,Spike Jonze,Steve Golin,18590000.0,630.0,"John Cusack,Cameron Diaz,Catherine Keener,John Malkovich,Charlie Sheen*, ,(Cameo)",Charlie Kaufman,,Carter Burwell,10,1999,1.43,51896.7337778,108360455.5,1393122.5
Beloved,57,1998-10-16,22852487.0,1998-10-16,172.0,R,Period Drama,Buena Vista,Jonathan Demme,Gary Goetzman,80000000.0,1571.0,"Danny Glover,Thandie Newton","Adam Brooks,Richard LaGravenese",,Rachel Portman,10,1998,1.0,14546.4589433,96587954.0,104094681.0
